64.	Huntley, Caleb ATL RB	67.90	5.658	  	0.30 	  	19.10 	4.40 	12.40 	2.70 	15.60 	3.90 	4.20 	1.10 	2.30 	1.70 	B 	0.20 	  	  	CAR	FA (Q)	14
65.	Hines, Nyheim BUF RB	65.90	4.393	14.90 	6.20 	6.50 	1.30 	1.30 	  	7.80 	12.90 	0.00 	1.40 	-0.80 	0.30 	2.80 	1.20 	8.00 	2.10 	  	@NYJ	MH	7
66.	Kelley, Joshua LAC RB	64.40	5.367	6.00 	3.00 	1.30 	2.00 	17.70 	0.00 	  	B 	  	  	  	3.50 	4.00 	4.50 	10.60 	5.20 	6.60 	MIA	NDAK	8
67.	Burkhead, Rex HOU RB	64.30	4.287	10.50 	1.90 	5.00 	13.90 	4.30 	B 	4.90 	0.70 	3.00 	5.00 	0.00 	1.00 	  	0.70 	3.20 	7.70 	2.50 	BYE	FA	6
68.	Moss, Zack IND RB	61.40	5.117	5.10 	2.20 	6.70 	0.60 	0.70 	  	B 	  	  	0.40 	0.70 	0.20 	2.30 	B 	14.60 	13.50 	14.40 	JAC	FC	14
69.	Williams, Javonte DEN RB	55.50	13.875	22.30 	16.00 	13.00 	4.20 	  	  	  	  	B 	  	  	  	  	  	  	  	  	LVR	Snusmumrik's Minions (Q)	9
70.	Breida, Matt NYG RB	55.30	3.456	2.90 	-0.40 	0.80 	2.30 	4.70 	2.60 	4.80 	2.00 	B 	2.50 	10.90 	2.50 	0.90 	2.50 	1.70 	0.90 	13.70 	DAL	KWar	9
71.	Jackson, Justin DET RB	55.30	3.687	0.00 	0.00 	0.00 	8.20 	1.90 	B 	0.20 	0.00 	3.20 	4.80 	14.70 	3.40 	4.30 	10.60 	4.10 	-0.10 	  	BYE	FA	6
72.	Ingram, Mark NOS RB	54.10	5.410	1.80 	11.60 	8.30 	6.30 	3.60 	8.20 	4.70 	0.70 	  	  	  	1.50 	7.40 	B 	  	  	  	BYE	FA (Q)	14
73.	McKissic, J.D. WAS RB	53.30	6.663	7.30 	16.80 	8.50 	8.10 	6.20 	2.50 	0.40 	3.50 	  	  	  	  	  	B 	  	  	  	BYE	FA (Q)	14
